,filepaths,labels
1067,c:\temp\\spiders\train\Hobo Spider\048.jpg,Hobo Spider
1068,c:\temp\\spiders\train\Hobo Spider\049.jpg,Hobo Spider
1069,c:\temp\\spiders\train\Hobo Spider\050.jpg,Hobo Spider
1070,c:\temp\\spiders\train\Hobo Spider\051.jpg,Hobo Spider
1071,c:\temp\\spiders\train\Hobo Spider\052.jpg,Hobo Spider
1072,c:\temp\\spiders\train\Hobo Spider\053.jpg,Hobo Spider
1073,c:\temp\\spiders\train\Hobo Spider\054.jpg,Hobo Spider
1074,c:\temp\\spiders\train\Hobo Spider\055.jpg,Hobo Spider
1075,c:\temp\\spiders\train\Hobo Spider\056.jpg,Hobo Spider
1076,c:\temp\\spiders\train\Hobo Spider\057.jpg,Hobo Spider
1077,c:\temp\\spiders\train\Hobo Spider\058.jpg,Hobo Spider
1078,c:\temp\\spiders\train\Hobo Spider\059.jpg,Hobo Spider
1079,c:\temp\\spiders\train\Hobo Spider\060.jpg,Hobo Spider
1080,c:\temp\\spiders\train\Hobo Spider\061.jpg,Hobo Spider
1081,c:\temp\\spiders\train\Hobo Spider\062.jpg,Hobo Spider
1082,c:\temp\\spiders\train\Hobo Spider\063.jpg,Hobo Spider
1083,c:\temp\\spiders\train\Hobo Spider\064.jpg,Hobo Spider
1084,c:\temp\\spiders\train\Hobo Spider\065.jpg,Hobo Spider
1085,c:\temp\\spiders\train\Hobo Spider\066.jpg,Hobo Spider
1086,c:\temp\\spiders\train\Hobo Spider\067.jpg,Hobo Spider
1087,c:\temp\\spiders\train\Hobo Spider\068.jpg,Hobo Spider
1088,c:\temp\\spiders\train\Hobo Spider\069.jpg,Hobo Spider
1089,c:\temp\\spiders\train\Hobo Spider\070.jpg,Hobo Spider
1090,c:\temp\\spiders\train\Hobo Spider\071.jpg,Hobo Spider
1091,c:\temp\\spiders\train\Hobo Spider\072.jpg,Hobo Spider
1092,c:\temp\\spiders\train\Hobo Spider\073.jpg,Hobo Spider
1093,c:\temp\\spiders\train\Hobo Spider\074.jpg,Hobo Spider
1094,c:\temp\\spiders\train\Hobo Spider\075.jpg,Hobo Spider
1095,c:\temp\\spiders\train\Hobo Spider\076.jpg,Hobo Spider
1096,c:\temp\\spiders\train\Hobo Spider\077.jpg,Hobo Spider
1097,c:\temp\\spiders\train\Hobo Spider\078.jpg,Hobo Spider
1098,c:\temp\\spiders\train\Hobo Spider\079.jpg,Hobo Spider
1099,c:\temp\\spiders\train\Hobo Spider\080.jpg,Hobo Spider
1100,c:\temp\\spiders\train\Hobo Spider\081.jpg,Hobo Spider
1101,c:\temp\\spiders\train\Hobo Spider\082.jpg,Hobo Spider
1102,c:\temp\\spiders\train\Hobo Spider\083.jpg,Hobo Spider
1103,c:\temp\\spiders\train\Hobo Spider\084.jpg,Hobo Spider
1104,c:\temp\\spiders\train\Hobo Spider\085.jpg,Hobo Spider
1105,c:\temp\\spiders\train\Hobo Spider\086.jpg,Hobo Spider
1106,c:\temp\\spiders\train\Hobo Spider\087.jpg,Hobo Spider
1107,c:\temp\\spiders\train\Hobo Spider\088.jpg,Hobo Spider
1108,c:\temp\\spiders\train\Hobo Spider\089.jpg,Hobo Spider
1109,c:\temp\\spiders\train\Hobo Spider\090.jpg,Hobo Spider
1110,c:\temp\\spiders\train\Hobo Spider\091.jpg,Hobo Spider
1111,c:\temp\\spiders\train\Hobo Spider\092.jpg,Hobo Spider
1112,c:\temp\\spiders\train\Hobo Spider\093.jpg,Hobo Spider
1113,c:\temp\\spiders\train\Hobo Spider\094.jpg,Hobo Spider
1114,c:\temp\\spiders\train\Hobo Spider\095.jpg,Hobo Spider
1115,c:\temp\\spiders\train\Hobo Spider\096.jpg,Hobo Spider
1116,c:\temp\\spiders\train\Hobo Spider\097.jpg,Hobo Spider
1117,c:\temp\\spiders\train\Hobo Spider\098.jpg,Hobo Spider
1118,c:\temp\\spiders\train\Hobo Spider\099.jpg,Hobo Spider
1119,c:\temp\\spiders\train\Hobo Spider\100.jpg,Hobo Spider
1120,c:\temp\\spiders\train\Hobo Spider\101.jpg,Hobo Spider
1121,c:\temp\\spiders\train\Hobo Spider\102.jpg,Hobo Spider
1122,c:\temp\\spiders\train\Hobo Spider\103.jpg,Hobo Spider
1123,c:\temp\\spiders\train\Hobo Spider\104.jpg,Hobo Spider
1124,c:\temp\\spiders\train\Hobo Spider\105.jpg,Hobo Spider
1125,c:\temp\\spiders\train\Hobo Spider\106.jpg,Hobo Spider
1126,c:\temp\\spiders\train\Hobo Spider\107.jpg,Hobo Spider
1127,c:\temp\\spiders\train\Hobo Spider\108.jpg,Hobo Spider
1128,c:\temp\\spiders\train\Hobo Spider\109.jpg,Hobo Spider
1129,c:\temp\\spiders\train\Hobo Spider\110.jpg,Hobo Spider
1130,c:\temp\\spiders\train\Hobo Spider\111.jpg,Hobo Spider
1131,c:\temp\\spiders\train\Hobo Spider\112.jpg,Hobo Spider
1132,c:\temp\\spiders\train\Hobo Spider\113.jpg,Hobo Spider
1133,c:\temp\\spiders\train\Hobo Spider\114.jpg,Hobo Spider
1134,c:\temp\\spiders\train\Hobo Spider\115.jpg,Hobo Spider
1135,c:\temp\\spiders\train\Hobo Spider\116.jpg,Hobo Spider
1136,c:\temp\\spiders\train\Hobo Spider\117.jpg,Hobo Spider
1137,c:\temp\\spiders\train\Hobo Spider\118.jpg,Hobo Spider
1138,c:\temp\\spiders\train\Hobo Spider\119.jpg,Hobo Spider
1139,c:\temp\\spiders\train\Hobo Spider\120.jpg,Hobo Spider
1140,c:\temp\\spiders\train\Hobo Spider\121.jpg,Hobo Spider
1141,c:\temp\\spiders\train\Hobo Spider\122.jpg,Hobo Spider
1142,c:\temp\\spiders\train\Hobo Spider\123.jpg,Hobo Spider
1143,c:\temp\\spiders\train\Hobo Spider\124.jpg,Hobo Spider
1144,c:\temp\\spiders\train\Hobo Spider\125.jpg,Hobo Spider
1145,c:\temp\\spiders\train\Hobo Spider\126.jpg,Hobo Spider
1146,c:\temp\\spiders\train\Hobo Spider\127.jpg,Hobo Spider
1147,c:\temp\\spiders\train\Hobo Spider\128.jpg,Hobo Spider
1148,c:\temp\\spiders\train\Hobo Spider\129.jpg,Hobo Spider
1149,c:\temp\\spiders\train\Hobo Spider\130.jpg,Hobo Spider
1150,c:\temp\\spiders\train\Hobo Spider\131.jpg,Hobo Spider
1151,c:\temp\\spiders\train\Hobo Spider\132.jpg,Hobo Spider
1152,c:\temp\\spiders\train\Hobo Spider\133.jpg,Hobo Spider
1153,c:\temp\\spiders\train\Hobo Spider\134.jpg,Hobo Spider
1154,c:\temp\\spiders\train\Hobo Spider\135.jpg,Hobo Spider
1155,c:\temp\\spiders\train\Hobo Spider\136.jpg,Hobo Spider
1156,c:\temp\\spiders\train\Hobo Spider\137.jpg,Hobo Spider
1157,c:\temp\\spiders\train\Hobo Spider\138.jpg,Hobo Spider
1158,c:\temp\\spiders\train\Hobo Spider\139.jpg,Hobo Spider
1159,c:\temp\\spiders\train\Hobo Spider\140.jpg,Hobo Spider
1160,c:\temp\\spiders\train\Hobo Spider\141.jpg,Hobo Spider
1161,c:\temp\\spiders\train\Hobo Spider\142.jpg,Hobo Spider
1162,c:\temp\\spiders\train\Hobo Spider\143.jpg,Hobo Spider
1163,c:\temp\\spiders\train\Hobo Spider\144.jpg,Hobo Spider
1164,c:\temp\\spiders\train\Hobo Spider\145.jpg,Hobo Spider
1165,c:\temp\\spiders\train\Hobo Spider\146.jpg,Hobo Spider
1166,c:\temp\\spiders\train\Hobo Spider\147.jpg,Hobo Spider
1167,c:\temp\\spiders\train\Hobo Spider\148.jpg,Hobo Spider
1168,c:\temp\\spiders\train\Hobo Spider\149.jpg,Hobo Spider
1169,c:\temp\\spiders\train\Hobo Spider\150.jpg,Hobo Spider
1170,c:\temp\\spiders\train\Hobo Spider\151.jpg,Hobo Spider
1171,c:\temp\\spiders\train\Hobo Spider\152.jpg,Hobo Spider
1172,c:\temp\\spiders\train\Huntsman Spider\001.jpg,Huntsman Spider
1173,c:\temp\\spiders\train\Huntsman Spider\002.jpg,Huntsman Spider
1174,c:\temp\\spiders\train\Huntsman Spider\003.jpg,Huntsman Spider
1175,c:\temp\\spiders\train\Huntsman Spider\004.jpg,Huntsman Spider
1176,c:\temp\\spiders\train\Huntsman Spider\005.jpg,Huntsman Spider
1177,c:\temp\\spiders\train\Huntsman Spider\006.jpg,Huntsman Spider
1178,c:\temp\\spiders\train\Huntsman Spider\007.jpg,Huntsman Spider
1179,c:\temp\\spiders\train\Huntsman Spider\008.jpg,Huntsman Spider
1180,c:\temp\\spiders\train\Huntsman Spider\009.jpg,Huntsman Spider
1181,c:\temp\\spiders\train\Huntsman Spider\010.jpg,Huntsman Spider
1182,c:\temp\\spiders\train\Huntsman Spider\011.jpg,Huntsman Spider
1183,c:\temp\\spiders\train\Huntsman Spider\012.jpg,Huntsman Spider
1184,c:\temp\\spiders\train\Huntsman Spider\013.jpg,Huntsman Spider
1185,c:\temp\\spiders\train\Huntsman Spider\014.jpg,Huntsman Spider
1186,c:\temp\\spiders\train\Huntsman Spider\015.jpg,Huntsman Spider
1187,c:\temp\\spiders\train\Huntsman Spider\016.jpg,Huntsman Spider
1188,c:\temp\\spiders\train\Huntsman Spider\017.jpg,Huntsman Spider
1189,c:\temp\\spiders\train\Huntsman Spider\018.jpg,Huntsman Spider
1190,c:\temp\\spiders\train\Huntsman Spider\019.jpg,Huntsman Spider
1191,c:\temp\\spiders\train\Huntsman Spider\020.jpg,Huntsman Spider
1192,c:\temp\\spiders\train\Huntsman Spider\021.jpg,Huntsman Spider
1193,c:\temp\\spiders\train\Huntsman Spider\022.jpg,Huntsman Spider
1194,c:\temp\\spiders\train\Huntsman Spider\023.jpg,Huntsman Spider
1195,c:\temp\\spiders\train\Huntsman Spider\024.jpg,Huntsman Spider
1196,c:\temp\\spiders\train\Huntsman Spider\025.jpg,Huntsman Spider
1197,c:\temp\\spiders\train\Huntsman Spider\026.jpg,Huntsman Spider
1198,c:\temp\\spiders\train\Huntsman Spider\027.jpg,Huntsman Spider
1199,c:\temp\\spiders\train\Huntsman Spider\028.jpg,Huntsman Spider
1200,c:\temp\\spiders\train\Huntsman Spider\029.jpg,Huntsman Spider
1201,c:\temp\\spiders\train\Huntsman Spider\030.jpg,Huntsman Spider
1202,c:\temp\\spiders\train\Huntsman Spider\031.jpg,Huntsman Spider
1203,c:\temp\\spiders\train\Huntsman Spider\032.jpg,Huntsman Spider
1204,c:\temp\\spiders\train\Huntsman Spider\033.jpg,Huntsman Spider
1205,c:\temp\\spiders\train\Huntsman Spider\034.jpg,Huntsman Spider
1206,c:\temp\\spiders\train\Huntsman Spider\035.jpg,Huntsman Spider
1207,c:\temp\\spiders\train\Huntsman Spider\036.jpg,Huntsman Spider
1208,c:\temp\\spiders\train\Huntsman Spider\037.jpg,Huntsman Spider
1209,c:\temp\\spiders\train\Huntsman Spider\038.jpg,Huntsman Spider
1210,c:\temp\\spiders\train\Huntsman Spider\039.jpg,Huntsman Spider
1211,c:\temp\\spiders\train\Huntsman Spider\040.jpg,Huntsman Spider
1212,c:\temp\\spiders\train\Huntsman Spider\041.jpg,Huntsman Spider
1213,c:\temp\\spiders\train\Huntsman Spider\042.jpg,Huntsman Spider
1214,c:\temp\\spiders\train\Huntsman Spider\043.jpg,Huntsman Spider
1215,c:\temp\\spiders\train\Huntsman Spider\044.jpg,Huntsman Spider
1216,c:\temp\\spiders\train\Huntsman Spider\045.jpg,Huntsman Spider
1217,c:\temp\\spiders\train\Huntsman Spider\046.jpg,Huntsman Spider
1218,c:\temp\\spiders\train\Huntsman Spider\047.jpg,Huntsman Spider
1219,c:\temp\\spiders\train\Huntsman Spider\048.jpg,Huntsman Spider
1220,c:\temp\\spiders\train\Huntsman Spider\049.jpg,Huntsman Spider
1221,c:\temp\\spiders\train\Huntsman Spider\050.jpg,Huntsman Spider
1222,c:\temp\\spiders\train\Huntsman Spider\051.jpg,Huntsman Spider
1223,c:\temp\\spiders\train\Huntsman Spider\052.jpg,Huntsman Spider
1224,c:\temp\\spiders\train\Huntsman Spider\053.jpg,Huntsman Spider
1225,c:\temp\\spiders\train\Huntsman Spider\054.jpg,Huntsman Spider
1226,c:\temp\\spiders\train\Huntsman Spider\055.jpg,Huntsman Spider
1227,c:\temp\\spiders\train\Huntsman Spider\056.jpg,Huntsman Spider
1228,c:\temp\\spiders\train\Huntsman Spider\057.jpg,Huntsman Spider
1229,c:\temp\\spiders\train\Huntsman Spider\058.jpg,Huntsman Spider
1230,c:\temp\\spiders\train\Huntsman Spider\059.jpg,Huntsman Spider
1231,c:\temp\\spiders\train\Huntsman Spider\060.jpg,Huntsman Spider
1232,c:\temp\\spiders\train\Huntsman Spider\061.jpg,Huntsman Spider
1233,c:\temp\\spiders\train\Huntsman Spider\062.jpg,Huntsman Spider
1234,c:\temp\\spiders\train\Huntsman Spider\063.jpg,Huntsman Spider
1235,c:\temp\\spiders\train\Huntsman Spider\064.jpg,Huntsman Spider
1236,c:\temp\\spiders\train\Huntsman Spider\065.jpg,Huntsman Spider
1237,c:\temp\\spiders\train\Huntsman Spider\066.jpg,Huntsman Spider
1238,c:\temp\\spiders\train\Huntsman Spider\067.jpg,Huntsman Spider
1239,c:\temp\\spiders\train\Huntsman Spider\068.jpg,Huntsman Spider
1240,c:\temp\\spiders\train\Huntsman Spider\069.jpg,Huntsman Spider
1241,c:\temp\\spiders\train\Huntsman Spider\070.jpg,Huntsman Spider
1242,c:\temp\\spiders\train\Huntsman Spider\071.jpg,Huntsman Spider
1243,c:\temp\\spiders\train\Huntsman Spider\072.jpg,Huntsman Spider
1244,c:\temp\\spiders\train\Huntsman Spider\073.jpg,Huntsman Spider
1245,c:\temp\\spiders\train\Huntsman Spider\074.jpg,Huntsman Spider
1246,c:\temp\\spiders\train\Huntsman Spider\075.jpg,Huntsman Spider
1247,c:\temp\\spiders\train\Huntsman Spider\076.jpg,Huntsman Spider
1248,c:\temp\\spiders\train\Huntsman Spider\077.jpg,Huntsman Spider
1249,c:\temp\\spiders\train\Huntsman Spider\078.jpg,Huntsman Spider
1250,c:\temp\\spiders\train\Huntsman Spider\079.jpg,Huntsman Spider
1251,c:\temp\\spiders\train\Huntsman Spider\080.jpg,Huntsman Spider
1252,c:\temp\\spiders\train\Huntsman Spider\081.jpg,Huntsman Spider
1253,c:\temp\\spiders\train\Huntsman Spider\082.jpg,Huntsman Spider
1254,c:\temp\\spiders\train\Huntsman Spider\083.jpg,Huntsman Spider
1255,c:\temp\\spiders\train\Huntsman Spider\084.jpg,Huntsman Spider
1256,c:\temp\\spiders\train\Huntsman Spider\085.jpg,Huntsman Spider
1257,c:\temp\\spiders\train\Huntsman Spider\086.jpg,Huntsman Spider
1258,c:\temp\\spiders\train\Huntsman Spider\087.jpg,Huntsman Spider
1259,c:\temp\\spiders\train\Huntsman Spider\088.jpg,Huntsman Spider
1260,c:\temp\\spiders\train\Huntsman Spider\089.jpg,Huntsman Spider
1261,c:\temp\\spiders\train\Huntsman Spider\090.jpg,Huntsman Spider
1262,c:\temp\\spiders\train\Huntsman Spider\091.jpg,Huntsman Spider
1263,c:\temp\\spiders\train\Huntsman Spider\092.jpg,Huntsman Spider
1264,c:\temp\\spiders\train\Huntsman Spider\093.jpg,Huntsman Spider
1265,c:\temp\\spiders\train\Huntsman Spider\094.jpg,Huntsman Spider
1266,c:\temp\\spiders\train\Huntsman Spider\095.jpg,Huntsman Spider
1267,c:\temp\\spiders\train\Huntsman Spider\096.jpg,Huntsman Spider
1268,c:\temp\\spiders\train\Huntsman Spider\097.jpg,Huntsman Spider
1269,c:\temp\\spiders\train\Huntsman Spider\098.jpg,Huntsman Spider
1270,c:\temp\\spiders\train\Huntsman Spider\099.jpg,Huntsman Spider
1271,c:\temp\\spiders\train\Huntsman Spider\100.jpg,Huntsman Spider
1272,c:\temp\\spiders\train\Huntsman Spider\101.jpg,Huntsman Spider
1273,c:\temp\\spiders\train\Huntsman Spider\102.jpg,Huntsman Spider
1274,c:\temp\\spiders\train\Huntsman Spider\103.jpg,Huntsman Spider
1275,c:\temp\\spiders\train\Huntsman Spider\104.jpg,Huntsman Spider
1276,c:\temp\\spiders\train\Huntsman Spider\105.jpg,Huntsman Spider
1277,c:\temp\\spiders\train\Huntsman Spider\106.jpg,Huntsman Spider
1278,c:\temp\\spiders\train\Huntsman Spider\107.jpg,Huntsman Spider
1279,c:\temp\\spiders\train\Huntsman Spider\108.jpg,Huntsman Spider
1280,c:\temp\\spiders\train\Huntsman Spider\109.jpg,Huntsman Spider
1281,c:\temp\\spiders\train\Huntsman Spider\110.jpg,Huntsman Spider
1282,c:\temp\\spiders\train\Huntsman Spider\111.jpg,Huntsman Spider
1283,c:\temp\\spiders\train\Huntsman Spider\112.jpg,Huntsman Spider
1284,c:\temp\\spiders\train\Huntsman Spider\113.jpg,Huntsman Spider
1285,c:\temp\\spiders\train\Huntsman Spider\114.jpg,Huntsman Spider
1286,c:\temp\\spiders\train\Huntsman Spider\115.jpg,Huntsman Spider
1287,c:\temp\\spiders\train\Huntsman Spider\116.jpg,Huntsman Spider
1288,c:\temp\\spiders\train\Huntsman Spider\117.jpg,Huntsman Spider
1289,c:\temp\\spiders\train\Huntsman Spider\118.jpg,Huntsman Spider
1290,c:\temp\\spiders\train\Huntsman Spider\119.jpg,Huntsman Spider
1291,c:\temp\\spiders\train\Huntsman Spider\120.jpg,Huntsman Spider
1292,c:\temp\\spiders\train\Huntsman Spider\121.jpg,Huntsman Spider
1293,c:\temp\\spiders\train\Huntsman Spider\122.jpg,Huntsman Spider
1294,c:\temp\\spiders\train\Huntsman Spider\123.jpg,Huntsman Spider
1295,c:\temp\\spiders\train\Huntsman Spider\124.jpg,Huntsman Spider
1296,c:\temp\\spiders\train\Huntsman Spider\125.jpg,Huntsman Spider
1297,c:\temp\\spiders\train\Huntsman Spider\126.jpg,Huntsman Spider
1298,c:\temp\\spiders\train\Huntsman Spider\127.jpg,Huntsman Spider
1299,c:\temp\\spiders\train\Huntsman Spider\128.jpg,Huntsman Spider
1300,c:\temp\\spiders\train\Huntsman Spider\129.jpg,Huntsman Spider
1301,c:\temp\\spiders\train\Huntsman Spider\130.jpg,Huntsman Spider
1302,c:\temp\\spiders\train\Huntsman Spider\131.jpg,Huntsman Spider
1303,c:\temp\\spiders\train\Huntsman Spider\132.jpg,Huntsman Spider
1304,c:\temp\\spiders\train\Huntsman Spider\133.jpg,Huntsman Spider
1305,c:\temp\\spiders\train\Huntsman Spider\134.jpg,Huntsman Spider
1306,c:\temp\\spiders\train\Huntsman Spider\135.jpg,Huntsman Spider
1307,c:\temp\\spiders\train\Huntsman Spider\136.jpg,Huntsman Spider
1308,c:\temp\\spiders\train\Huntsman Spider\137.jpg,Huntsman Spider
1309,c:\temp\\spiders\train\Huntsman Spider\138.jpg,Huntsman Spider
1310,c:\temp\\spiders\train\Huntsman Spider\139.jpg,Huntsman Spider
1311,c:\temp\\spiders\train\Huntsman Spider\140.jpg,Huntsman Spider
1312,c:\temp\\spiders\train\Huntsman Spider\141.jpg,Huntsman Spider
1313,c:\temp\\spiders\train\Huntsman Spider\142.jpg,Huntsman Spider
1314,c:\temp\\spiders\train\Huntsman Spider\143.jpg,Huntsman Spider
1315,c:\temp\\spiders\train\Huntsman Spider\144.jpg,Huntsman Spider
1316,c:\temp\\spiders\train\Huntsman Spider\145.jpg,Huntsman Spider
1317,c:\temp\\spiders\train\Huntsman Spider\146.jpg,Huntsman Spider
1318,c:\temp\\spiders\train\Huntsman Spider\147.jpg,Huntsman Spider
1319,c:\temp\\spiders\train\Huntsman Spider\148.jpg,Huntsman Spider
1320,c:\temp\\spiders\train\Huntsman Spider\149.jpg,Huntsman Spider
1321,c:\temp\\spiders\train\Huntsman Spider\150.jpg,Huntsman Spider
1322,c:\temp\\spiders\train\Huntsman Spider\151.jpg,Huntsman Spider
1323,c:\temp\\spiders\train\Huntsman Spider\152.jpg,Huntsman Spider
1324,c:\temp\\spiders\train\Huntsman Spider\153.jpg,Huntsman Spider
1325,c:\temp\\spiders\train\Huntsman Spider\154.jpg,Huntsman Spider
1326,c:\temp\\spiders\train\Huntsman Spider\155.jpg,Huntsman Spider
1327,c:\temp\\spiders\train\Huntsman Spider\156.jpg,Huntsman Spider
1328,c:\temp\\spiders\train\Huntsman Spider\157.jpg,Huntsman Spider
1329,c:\temp\\spiders\train\Huntsman Spider\158.jpg,Huntsman Spider
1330,c:\temp\\spiders\train\Huntsman Spider\159.jpg,Huntsman Spider
1331,c:\temp\\spiders\train\Huntsman Spider\160.jpg,Huntsman Spider
1332,c:\temp\\spiders\train\Huntsman Spider\161.jpg,Huntsman Spider
1333,c:\temp\\spiders\train\Huntsman Spider\162.jpg,Huntsman Spider
1334,c:\temp\\spiders\train\Huntsman Spider\163.jpg,Huntsman Spider
1335,c:\temp\\spiders\train\Huntsman Spider\164.jpg,Huntsman Spider
1336,c:\temp\\spiders\train\Huntsman Spider\165.jpg,Huntsman Spider
1337,c:\temp\\spiders\train\Huntsman Spider\166.jpg,Huntsman Spider
1338,c:\temp\\spiders\train\Huntsman Spider\167.jpg,Huntsman Spider
1339,c:\temp\\spiders\train\Huntsman Spider\168.jpg,Huntsman Spider
1340,c:\temp\\spiders\train\Ladybird Mimic Spider\001.jpg,Ladybird Mimic Spider
1341,c:\temp\\spiders\train\Ladybird Mimic Spider\002.jpg,Ladybird Mimic Spider
1342,c:\temp\\spiders\train\Ladybird Mimic Spider\003.jpg,Ladybird Mimic Spider
1343,c:\temp\\spiders\train\Ladybird Mimic Spider\004.jpg,Ladybird Mimic Spider
1344,c:\temp\\spiders\train\Ladybird Mimic Spider\005.jpg,Ladybird Mimic Spider
1345,c:\temp\\spiders\train\Ladybird Mimic Spider\006.jpg,Ladybird Mimic Spider
1346,c:\temp\\spiders\train\Ladybird Mimic Spider\007.jpg,Ladybird Mimic Spider
1347,c:\temp\\spiders\train\Ladybird Mimic Spider\008.jpg,Ladybird Mimic Spider
1348,c:\temp\\spiders\train\Ladybird Mimic Spider\009.jpg,Ladybird Mimic Spider
1349,c:\temp\\spiders\train\Ladybird Mimic Spider\010.jpg,Ladybird Mimic Spider
1350,c:\temp\\spiders\train\Ladybird Mimic Spider\011.jpg,Ladybird Mimic Spider
1351,c:\temp\\spiders\train\Ladybird Mimic Spider\012.jpg,Ladybird Mimic Spider
1352,c:\temp\\spiders\train\Ladybird Mimic Spider\013.jpg,Ladybird Mimic Spider
1353,c:\temp\\spiders\train\Ladybird Mimic Spider\014.jpg,Ladybird Mimic Spider
1354,c:\temp\\spiders\train\Ladybird Mimic Spider\015.jpg,Ladybird Mimic Spider
1355,c:\temp\\spiders\train\Ladybird Mimic Spider\016.jpg,Ladybird Mimic Spider
1356,c:\temp\\spiders\train\Ladybird Mimic Spider\017.jpg,Ladybird Mimic Spider
1357,c:\temp\\spiders\train\Ladybird Mimic Spider\018.jpg,Ladybird Mimic Spider
1358,c:\temp\\spiders\train\Ladybird Mimic Spider\019.jpg,Ladybird Mimic Spider
1359,c:\temp\\spiders\train\Ladybird Mimic Spider\020.jpg,Ladybird Mimic Spider
1360,c:\temp\\spiders\train\Ladybird Mimic Spider\021.jpg,Ladybird Mimic Spider
1361,c:\temp\\spiders\train\Ladybird Mimic Spider\022.jpg,Ladybird Mimic Spider
1362,c:\temp\\spiders\train\Ladybird Mimic Spider\023.jpg,Ladybird Mimic Spider
1363,c:\temp\\spiders\train\Ladybird Mimic Spider\024.jpg,Ladybird Mimic Spider
1364,c:\temp\\spiders\train\Ladybird Mimic Spider\025.jpg,Ladybird Mimic Spider
1365,c:\temp\\spiders\train\Ladybird Mimic Spider\026.jpg,Ladybird Mimic Spider
1366,c:\temp\\spiders\train\Ladybird Mimic Spider\027.jpg,Ladybird Mimic Spider
1367,c:\temp\\spiders\train\Ladybird Mimic Spider\028.jpg,Ladybird Mimic Spider
1368,c:\temp\\spiders\train\Ladybird Mimic Spider\029.jpg,Ladybird Mimic Spider
1369,c:\temp\\spiders\train\Ladybird Mimic Spider\030.jpg,Ladybird Mimic Spider
1370,c:\temp\\spiders\train\Ladybird Mimic Spider\031.jpg,Ladybird Mimic Spider
1371,c:\temp\\spiders\train\Ladybird Mimic Spider\032.jpg,Ladybird Mimic Spider
1372,c:\temp\\spiders\train\Ladybird Mimic Spider\033.jpg,Ladybird Mimic Spider
1373,c:\temp\\spiders\train\Ladybird Mimic Spider\034.jpg,Ladybird Mimic Spider
1374,c:\temp\\spiders\train\Ladybird Mimic Spider\035.jpg,Ladybird Mimic Spider
1375,c:\temp\\spiders\train\Ladybird Mimic Spider\036.jpg,Ladybird Mimic Spider
1376,c:\temp\\spiders\train\Ladybird Mimic Spider\037.jpg,Ladybird Mimic Spider
1377,c:\temp\\spiders\train\Ladybird Mimic Spider\038.jpg,Ladybird Mimic Spider
1378,c:\temp\\spiders\train\Ladybird Mimic Spider\039.jpg,Ladybird Mimic Spider
1379,c:\temp\\spiders\train\Ladybird Mimic Spider\040.jpg,Ladybird Mimic Spider
1380,c:\temp\\spiders\train\Ladybird Mimic Spider\041.jpg,Ladybird Mimic Spider
1381,c:\temp\\spiders\train\Ladybird Mimic Spider\042.jpg,Ladybird Mimic Spider
1382,c:\temp\\spiders\train\Ladybird Mimic Spider\043.jpg,Ladybird Mimic Spider
1383,c:\temp\\spiders\train\Ladybird Mimic Spider\044.jpg,Ladybird Mimic Spider
1384,c:\temp\\spiders\train\Ladybird Mimic Spider\045.jpg,Ladybird Mimic Spider
1385,c:\temp\\spiders\train\Ladybird Mimic Spider\046.jpg,Ladybird Mimic Spider
1386,c:\temp\\spiders\train\Ladybird Mimic Spider\047.jpg,Ladybird Mimic Spider
1387,c:\temp\\spiders\train\Ladybird Mimic Spider\048.jpg,Ladybird Mimic Spider
1388,c:\temp\\spiders\train\Ladybird Mimic Spider\049.jpg,Ladybird Mimic Spider
1389,c:\temp\\spiders\train\Ladybird Mimic Spider\050.jpg,Ladybird Mimic Spider
1390,c:\temp\\spiders\train\Ladybird Mimic Spider\051.jpg,Ladybird Mimic Spider
1391,c:\temp\\spiders\train\Ladybird Mimic Spider\052.jpg,Ladybird Mimic Spider
1392,c:\temp\\spiders\train\Ladybird Mimic Spider\053.jpg,Ladybird Mimic Spider
1393,c:\temp\\spiders\train\Ladybird Mimic Spider\054.jpg,Ladybird Mimic Spider
1394,c:\temp\\spiders\train\Ladybird Mimic Spider\055.jpg,Ladybird Mimic Spider
1395,c:\temp\\spiders\train\Ladybird Mimic Spider\056.jpg,Ladybird Mimic Spider
1396,c:\temp\\spiders\train\Ladybird Mimic Spider\057.jpg,Ladybird Mimic Spider
1397,c:\temp\\spiders\train\Ladybird Mimic Spider\058.jpg,Ladybird Mimic Spider
1398,c:\temp\\spiders\train\Ladybird Mimic Spider\059.jpg,Ladybird Mimic Spider
1399,c:\temp\\spiders\train\Ladybird Mimic Spider\060.jpg,Ladybird Mimic Spider
1400,c:\temp\\spiders\train\Ladybird Mimic Spider\061.jpg,Ladybird Mimic Spider
1401,c:\temp\\spiders\train\Ladybird Mimic Spider\062.jpg,Ladybird Mimic Spider
1402,c:\temp\\spiders\train\Ladybird Mimic Spider\063.jpg,Ladybird Mimic Spider
1403,c:\temp\\spiders\train\Ladybird Mimic Spider\064.jpg,Ladybird Mimic Spider
1404,c:\temp\\spiders\train\Ladybird Mimic Spider\065.jpg,Ladybird Mimic Spider
1405,c:\temp\\spiders\train\Ladybird Mimic Spider\066.jpg,Ladybird Mimic Spider
1406,c:\temp\\spiders\train\Ladybird Mimic Spider\067.jpg,Ladybird Mimic Spider
1407,c:\temp\\spiders\train\Ladybird Mimic Spider\068.jpg,Ladybird Mimic Spider
